各列含意：
1.Samples（样本数）：表示采样器在程序执行期间捕获到该函数的样本数。
2.Percentage（百分比）：显示该函数占所有样本的百分比。它表示该函数在程序执行期间消耗的时间和资源的相对比例。
3.Cumulative Percentage（累积百分比）：表示当前函数及其上层调用函数的总体百分比。它表示当前函数及其上层调用函数在程序执行期间消耗的时间或资源的累积比例。
4.Self（自身开销）：表示当前函数自身消耗的时间或资源。它通常是除去当前函数调用的子函数开销后，当前函数剩余的开销。
5.Cumulative Self（累积自身开销）：表示当前函数及其上层调用函数的总体自身开销。它表示当前函数及其上层调用函数在程序执行期间剩余的自身开销的累积值。
6.Function Name（函数名称）：被分析的函数的名称。

Total: 6541 samples
     596   9.1%   9.1%      596   9.1% send
       1   0.0%  99.8%      299   4.6% ws::Member::InitiativeClose
       1   0.0%  99.8%        1   0.0% ws::Member::IsWriteComplete
       1   0.0%  99.9%        1   0.0% ws::ParsedHeader::Length
       1   0.0%  99.9%      121   1.8% ws::Provider::RegularProvide@253fa
       1   0.0%  99.9%       16   0.2% ws::Provider::WriteCRLF
       1   0.0%  99.9%       49   0.7% ws::Provider::WriteHead
       1   0.0%  99.9%       19   0.3% ws::Provider::WriteItem
       1   0.0%  99.9%        3   0.0% ws::Socket::clear
       1   0.0% 100.0%       30   0.5% ws::WriteLoop::AddSend::{lambda#1}::operator
       1   0.0% 100.0%       17   0.3% ws::WriteLoop::AddSendFile
       1   0.0% 100.0%       18   0.3% ws::WriteLoop::write
       1   0.0% 100.0%       21   0.3% ws::looping::{lambda#1}::operator
       0   0.0% 100.0%        1   0.0% 0x0000627ec17d8fe7
       0   0.0% 100.0%        1   0.0% 0x0000627ec1b07927
       0   0.0% 100.0%        1   0.0% 0x0000627ec2000a6b
       0   0.0% 100.0%        2   0.0% 0x0000627ec230a1a7
       0   0.0% 100.0%        1   0.0% 0x0000627ec23ecd67
       0   0.0% 100.0%        1   0.0% 0x0000627ec2416037
       0   0.0% 100.0%        1   0.0% 0x0000627ec2520487
       0   0.0% 100.0%        1   0.0% 0x0000627ec395ede7
       0   0.0% 100.0%        1   0.0% 0x0000627ec39c2d27
       0   0.0% 100.0%        1   0.0% 0x0000627ec3a823a7
       0   0.0% 100.0%        3   0.0% 0x000d383838383a30
       0   0.0% 100.0%      780  11.9% __libc_init_first@@GLIBC_2.2.5
       0   0.0% 100.0%     4450  68.0% execute_native_thread_routine
       0   0.0% 100.0%      780  11.9% main
       0   0.0% 100.0%        1   0.0% std::_Deque_base::_M_allocate_node
       0   0.0% 100.0%       90   1.4% std::_Destroy
       0   0.0% 100.0%        1   0.0% std::_Sp_counted_ptr_inplace::_M_ptr
       0   0.0% 100.0%      139   2.1% std::_Sp_counted_ptr_inplace::_Sp_counted_ptr_inplace
       0   0.0% 100.0%        1   0.0% std::_Sp_counted_ptr_inplace::~_Sp_counted_ptr_inplace
       0   0.0% 100.0%        1   0.0% std::__copy_move_a
       0   0.0% 100.0%        1   0.0% std::__copy_move_a1
       0   0.0% 100.0%        1   0.0% std::__copy_move_a2
       0   0.0% 100.0%        1   0.0% std::__cxx11::basic_string::_M_dispose (inline)
       0   0.0% 100.0%        1   0.0% std::__cxx11::basic_string::_M_is_local (inline)
       0   0.0% 100.0%        1   0.0% std::__cxx11::basic_string::~basic_string
       0   0.0% 100.0%       25   0.4% std::__detail::_Hashtable_alloc::_M_deallocate_node
       0   0.0% 100.0%     4450  68.0% std::__invoke
       0   0.0% 100.0%       16   0.2% std::__uniq_ptr_impl::__uniq_ptr_impl
       0   0.0% 100.0%        4   0.1% std::__uniq_ptr_impl::reset
       0   0.0% 100.0%        1   0.0% std::copy
       0   0.0% 100.0%        3   0.0% std::deque::_M_reserve_map_at_back
       0   0.0% 100.0%       18   0.3% std::deque::clear
       0   0.0% 100.0%        1   0.0% std::deque::max_size
       0   0.0% 100.0%        2   0.0% std::deque::size
       0   0.0% 100.0%       47   0.7% std::max_element
       0   0.0% 100.0%        2   0.0% std::queue::pop
       0   0.0% 100.0%        8   0.1% std::queue::push
       0   0.0% 100.0%     4450  68.0% std::thread::_Invoker::_M_invoke
       0   0.0% 100.0%     4450  68.0% std::thread::_Invoker::operator
       0   0.0% 100.0%     4450  68.0% std::thread::_State_impl::_M_run
       0   0.0% 100.0%        3   0.0% std::unique_ptr::get_deleter
       0   0.0% 100.0%        9   0.1% std::unique_ptr::operator bool
       0   0.0% 100.0%       16   0.2% std::unique_ptr::operator=
       0   0.0% 100.0%        4   0.1% std::unordered_map::begin
       0   0.0% 100.0%        1   0.0% tcmalloc::CentralFreeList::FetchFromOneSpansSafe
       0   0.0% 100.0%        1   0.0% tcmalloc::CentralFreeList::RemoveRange
       0   0.0% 100.0%        1   0.0% tcmalloc::ThreadCache::FetchFromCentralCache
       0   0.0% 100.0%        1   0.0% ws::Epoll::Remove@15d04
       0   0.0% 100.0%       13   0.2% ws::HttpRequest::Set_Request_Buffer
       0   0.0% 100.0%        1   0.0% ws::Manger::Remove
       0   0.0% 100.0%       13   0.2% ws::Member::CloseAble &
       0   0.0% 100.0%        1   0.0% ws::Member::Init
       0   0.0% 100.0%        1   0.0% ws::Member::Member
       0   0.0% 100.0%        1   0.0% ws::ParsedHeader::ParsedHeader@533c2
       0   0.0% 100.0%        9   0.1% ws::Provider::WriteConnection
       0   0.0% 100.0%        1   0.0% ws::UserBuffer::UserBuffer
       0   0.0% 100.0%       11   0.2% ws::UserBuffer::WritePtr
       0   0.0% 100.0%        7   0.1% ws::WriteLoop::AddSendFile::{lambda#1}::shared_ptr
       0   0.0% 100.0%        1   0.0% ws::WriteLoop::WriteLoop
       0   0.0% 100.0%       77   1.2% ws::channel_helper::WeightedRoundRobin &
